Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,T
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06,84,50,8.4,184,T
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,T
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0,0.19,1.05,82,16,8.3,85,E10+
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.18,1.05,70,57,6.1,280,T
Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0,0.13,1.05,71,24,6.8,17,E10+
DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0,0.23,1.05,83,32,8,33,E
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,T
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75,55,8,60,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05,81,31,9,36,T
Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,0.97,0.01,0,0.07,1.05,44,5,2.5,4,E
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0,0.13,1.05,89,21,8,22,E
The Simpsons: Road Rage,X,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05,61,17,8.3,6,T
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05,82,14,8.4,5,E
Forza Motorsport,X,2005,Racing,Microsoft Game Studios,0.52,0.51,0,0.02,1.05,92,73,7.6,214,E
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,E
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,81,22,8.9,17,E
Legacy of Kain: Soul Reaver,PS,1999,Action,Eidos Interactive,0.58,0.4,0,0.07,1.04,91,17,9,133,T
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80,59,8.4,36,T
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83,40,7.7,646,M
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74,22,8.9,39,T
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,73,25,8.7,6,E10+
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04,65,57,7.3,169,M
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,19,8.4,23,E
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0,0.11,1.04,46,38,4.4,458,E10+
Need for Speed: Most Wanted,X,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04,83,32,8.8,29,T
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.04,71,52,7.7,73,T
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.04,81,23,7.5,55,E
Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404,T
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,30,8.4,17,E
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.49,0.01,0.09,1.03,66,29,6.9,110,E
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.23,1.03,88,56,7.9,102,E
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0,0.09,1.03,73,54,7,31,E10+
Tom Clancys Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,T
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,E
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.12,1.03,65,13,6.1,26,E
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,1.03,67,12,7,8,E10+
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0,0.1,1.03,78,28,8.6,28,E
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03,82,16,8.8,12,E
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0,0.17,1.03,77,36,7.7,30,E10+
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3572,M
Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46,T
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.3,0.18,0.5,0.05,1.03,81,71,8.7,92,E
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0,0.29,1.02,79,58,8.8,39,T
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.65,0.28,0,0.1,1.02,61,11,6,5,E10+
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.26,0.65,0,0.12,1.02,48,6,3.3,4,E10+
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,E
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,T
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.44,0.42,0,0.17,1.02,83,31,5.3,33,E10+
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70,25,6.7,15,E
Tom Clancys Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,T
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54,24,7.8,132,E10+
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0,0.09,1.02,71,41,7.4,25,E10+
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83,7.6,440,M
Madden NFL 07,X,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,83,27,8.7,6,E
Rock Band 2,Wii,2008,Misc,MTV Games,0.93,0.01,0,0.08,1.02,92,10,7.7,45,T
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,8.8,31,E
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80,40,8.2,90,E
Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0,0.11,1.02,51,18,3.6,8,E
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0,0.11,1.01,74,23,8,27,T
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,T
Assassins Creed: Rogue,X360,2014,Action,Ubisoft,0.59,0.34,0,0.09,1.01,72,32,7.3,321,M
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77,70,7.7,760,M
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,T
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,304,M
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81,73,7,189,T
Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86,5,8.3,10,
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0,0.13,1,51,5,8,8,E
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,E10+
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1,86,73,8.4,256,M
SoulCalibur II,X,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0,1,92,39,8.9,54,T
Just Dance 2014,X360,2013,Misc,Ubisoft,0.73,0.17,0,0.1,1,79,16,7.8,33,E10+
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1,87,43,8.4,241,E10+
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1,72,16,9.3,54,T
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.36,0.52,0.04,0.09,1,70,35,8.2,20,E
NFL Fever 2002,X,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99,79,24,8.5,10,E
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49,E
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0,0.08,0.99,85,60,7.6,88,T
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83,46,8.6,55,E
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,65,6.5,296,M
Oddworld: Abes Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0,0.06,0.99,88,13,9.1,69,T
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.32,0.51,0,0.16,0.99,79,38,6.1,161,T
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0,0.19,0.99,87,63,8.2,95,T
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66,20,8,35,T
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0,0.11,0.99,70,39,5,26,T
Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0,0.03,0.99,51,22,6.5,121,E10+
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,T
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75,26,8.3,30,T
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.51,0.32,0,0.16,0.99,75,21,5.9,47,E10+
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0,0.09,0.99,89,66,8.4,1111,M
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.37,0.41,0.05,0.15,0.98,76,46,4.3,897,M
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0,0.19,0.98,79,26,8.7,43,T
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80,17,6.8,11,E
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.89,0.02,0,0.08,0.98,82,46,7.6,34,E
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,T
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0,0.11,0.98,75,21,6.2,17,E
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.98,91,48,7.9,3479,M
Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,E
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44,19,6.6,25,E
Tom Clancys Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,384,M
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0,0.08,0.98,78,68,6.4,697,M
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.98,59,13,5.9,18,T
Suikoden III,PS2,2002,Role-Playing,Konami Digital Entertainment,0.29,0.23,0.38,0.08,0.98,86,23,7.7,114,T
LEGO Harry Potter: Years 5-7,X360,2011,Action,Warner Bros. Interactive Entertainment,0.51,0.38,0,0.09,0.98,77,35,7.9,39,E10+
NCAA Football 06,X,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97,87,38,8.3,27,E
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.93,0,0.04,0.97,93,47,8.9,1864,M
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0,0.08,0.97,81,31,5.3,33,E
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88,31,9.2,144,E
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0,0.09,0.97,82,88,8,269,M
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,7.6,53,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75,37,7.8,69,M
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.3,0.35,0.05,0.97,69,58,6.9,111,E
Dead Space 3,PS3,2013,Action,Electronic Arts,0.45,0.36,0,0.16,0.97,76,37,6.4,525,M
FIFA Soccer 2005,X,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,81,34,8.7,23,E
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,5.5,5946,M
Cars,DS,2006,Racing,THQ,0.85,0.04,0,0.07,0.97,54,17,2.1,11,E
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,E10+
Skylanders: Spyros Adventure,X360,2011,Action,Activision,0.53,0.34,0,0.1,0.97,78,35,5.2,54,E10+
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,E10+
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97,86,16,9,45,T
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.63,0,0.12,0.96,88,43,8.2,3212,M
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87,41,9.1,174,T
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.15,0.96,88,76,8.5,4408,M
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.41,0,0.09,0.96,77,26,7.6,18,T
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96,85,22,8.1,9,E
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.81,0,0.15,0.96,65,12,7.5,111,E
de Blo,Wii,2008,Platform,THQ,0.49,0.37,0,0.1,0.96,82,48,8.6,73,E
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71,33,7.9,43,M
Mortal Kombat: Deadly Alliance,X,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96,81,27,8.4,24,M
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,M
ESPN NBA 2K5,X,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95,85,28,8.7,22,E
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0,0.22,0.95,52,47,6.7,18,M
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.3,89,E
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,63,4,7.6,7,E
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,M
World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95,60,8,7.7,11,E
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0,0.09,0.95,60,50,7.7,240,E10+
Tom Clancys Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,8.6,53,M
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95,71,10,8.6,34,E
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74,69,7.3,542,T
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0,0.95,78,39,4.1,304,E
Yakuza 4,PS3,2010,Action,Sega,0.15,0.13,0.63,0.05,0.95,78,59,8,179,M
Tom Clancys Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,157,M
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75,20,8.4,12,T
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,T
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.58,0.28,0,0.09,0.95,85,28,6.9,708,M
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.36,0.42,0.02,0.15,0.95,70,46,7,80,E10+
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.45,0.02,0.15,0.95,80,5,6.8,12,E10+
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.95,81,65,8.2,232,E10+
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,E10+
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,67,7.3,257,M
Tom Clancys Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.4,0.06,0.16,0.94,84,27,7.7,314,M
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.2,0.06,0.63,0.05,0.94,64,38,7.8,19,T
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,73,9,7.8,13,E
Skylanders: Spyros Adventure,PS3,2011,Action,Activision,0.39,0.39,0,0.16,0.94,77,18,4.8,42,E10+
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94,79,45,8.4,74,M
Just Cause 3,XOne,2015,Action,Square Enix,0.47,0.39,0,0.08,0.94,71,24,6.9,188,M
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.33,0.54,0,0.07,0.94,71,64,5.7,2429,M
Street Fighter V,PS4,2016,Fighting,Capcom,0.42,0.28,0.09,0.15,0.94,77,80,3.4,1233,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78,37,7,49,T
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,E
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,7.6,163,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,E10+
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.94,64,77,7.5,213,T
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.5,0.35,0,0.08,0.94,77,27,6.4,199,M
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,300,T
Prince of Persia: The Sands of Time,X,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94,92,41,7.8,72,T
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,E
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,189,T
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,E10+
Tony Hawks Pro Skater 4,X,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,T
Brothers in Arms: Hells Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,M
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0,0.16,0.93,70,26,5.5,4,T
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.93,71,27,7.3,22,E
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,T
Guitar Hero Live,PS4,2015,Misc,Activision,0.37,0.41,0,0.15,0.93,80,69,6.2,161,T
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90,86,8,598,M
Teenage Mutant Ninja Turtles,GBA,2003,Action,Konami Digital Entertainment,0.67,0.25,0,0.02,0.93,71,16,8.9,9,E
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,E
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,E
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.1,0.93,89,38,8.2,2496,M
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,E
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.44,0.34,0,0.16,0.93,85,31,8.5,575,M
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,6.9,77,E10+
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0,0.17,0.93,80,44,7.8,190,E
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,M
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,E10+
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.93,82,33,8.4,367,M
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,E10+
Assassins Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1502,M
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92,59,29,8.7,31,E
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,E
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,E
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92,61,11,6.7,44,T
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,T
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.42,0.33,0.03,0.15,0.92,82,49,7.8,347,M
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.92,74,21,8.2,62,E
LEGO Harry Potter: Years 5-7,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0,0.15,0.92,76,27,8.3,48,E10+
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92,87,23,7.5,75,E
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,E10+
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,E
Dantes Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,225,M
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.53,0.27,0,0.12,0.92,78,20,5.4,14,E
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92,79,47,7.1,34,T
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,E
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,T
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.38,0.04,0.07,0.92,61,4,5.2,11,E10+
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.71,0.11,0,0.09,0.91,86,15,5.7,183,E
FIFA Street,X360,2012,Sports,Electronic Arts,0.19,0.62,0,0.1,0.91,77,47,6.7,58,E
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.91,70,20,6.7,7,E10+
Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91,62,22,7.9,10,T
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91,76,23,8.1,12,T
Tom Clancys EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,T
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,E
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,957,T
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,8.7,31,E
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,58,T
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81,38,6.8,111,E
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56,26,8.1,57,E
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.29,0.38,0.1,0.13,0.91,72,57,7.7,123,T
Sonic Mega Collection Plus,X,2004,Misc,Sega,0.61,0.26,0,0.04,0.91,75,20,7.9,12,E
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,M
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15,0.91,74,13,5.2,118,E
